id, x, y, theta, volume, gfp, rfp, yfp, cfp
15522, -187.151077, 321.864563, 8.651029, 2.750639, 137, 0, 0, 0
15523, -536.671753, 356.953033, 10.497404, 2.957794, 147, 0, 0, 0
15524, -373.141235, -409.534943, 6.999816, 2.867576, 143, 0, 0, 0
15525, -239.673325, -167.481583, 6.831216, 3.171355, 158, 0, 0, 0
15526, -151.306442, 225.719147, 8.293985, 2.997255, 149, 0, 0, 0
15527, -537.285339, 148.867371, 8.406950, 2.664826, 133, 0, 0, 0
15528, -239.191498, 541.232239, 12.706444, 2.703873, 135, 0, 0, 0
15529, -577.949341, -182.108887, 12.457675, 3.221362, 161, 0, 0, 0
15530, 369.926422, -356.061890, 8.596334, 2.845186, 142, 0, 0, 0
15531, -496.973907, 286.728699, 10.506721, 2.893416, 0, 144, 0, 0
15532, 375.863617, 515.165161, 6.998245, 2.874538, 0, 143, 0, 0
15533, 498.536987, 45.180706, 9.957743, 2.500045, 0, 125, 0, 0
15534, 500.157471, -266.829926, 7.188685, 2.794290, 0, 139, 0, 0
15535, -91.548454, 72.469650, 8.659891, 2.640231, 132, 0, 0, 0
15536, 476.427368, 24.477762, 9.846679, 2.904305, 0, 145, 0, 0
15537, -241.511200, 467.598480, 8.143466, 2.642027, 132, 0, 0, 0
15538, -102.651543, -292.420135, 7.548704, 3.071268, 0, 153, 0, 0
15539, 354.737457, -290.651245, 5.788988, 2.790604, 0, 139, 0, 0
15540, -319.777252, 550.739807, 9.630087, 2.901721, 0, 145, 0, 0
15541, 571.463562, 79.429520, 9.262341, 2.816213, 140, 0, 0, 0
15542, -164.320450, 293.155487, 7.616797, 2.786609, 139, 0, 0, 0
15543, 238.083817, -519.536682, 11.662951, 2.924242, 0, 146, 0, 0
15544, 57.797314, -439.877625, 8.132914, 2.610306, 130, 0, 0, 0
15545, 558.202515, 335.298706, 8.280273, 2.821634, 141, 0, 0, 0
15546, 242.296280, 430.441620, 6.641466, 2.902079, 145, 0, 0, 0
15547, 209.421982, -392.773590, 8.313165, 2.735196, 136, 0, 0, 0
15548, 36.726433, 300.674530, 7.774089, 2.781100, 0, 139, 0, 0
15549, 87.055878, 522.088379, 7.826180, 2.673700, 0, 133, 0, 0
15550, 197.922043, -569.688660, 9.467448, 2.611601, 0, 130, 0, 0
15551, -266.135620, -40.002041, 9.592985, 2.697984, 134, 0, 0, 0
15552, -417.441864, -67.967674, 6.656623, 2.941082, 147, 0, 0, 0
15553, 18.507448, -129.388626, 5.221022, 2.599445, 0, 129, 0, 0
15554, 133.240601, -568.630798, 9.868641, 2.570865, 0, 128, 0, 0
15555, -226.294128, -251.298874, 6.951401, 2.668853, 133, 0, 0, 0
15556, -346.604309, 367.022522, 8.557297, 2.543855, 0, 127, 0, 0
15557, 56.485466, 557.940308, 10.805607, 2.964899, 0, 148, 0, 0
15558, -280.020905, 358.447601, 12.343721, 2.556422, 0, 127, 0, 0
15559, -355.844879, 142.916840, 9.376620, 2.580095, 129, 0, 0, 0
15560, 384.934570, 312.730316, 7.594661, 2.528866, 0, 126, 0, 0
15561, 254.374069, -416.228638, 8.098567, 2.930126, 0, 146, 0, 0
15562, -610.564392, 157.012512, 8.973262, 2.915602, 145, 0, 0, 0
15563, -78.267555, -451.345093, 10.676250, 2.709011, 0, 135, 0, 0
15564, -638.542969, 75.505333, 7.621861, 2.477890, 0, 123, 0, 0
15565, -554.710754, 297.719330, 6.838227, 2.962966, 0, 148, 0, 0
15566, 543.410400, -367.746277, 7.512284, 2.932202, 146, 0, 0, 0
15567, -257.181030, -297.420898, 7.635198, 2.935621, 0, 146, 0, 0
15568, -37.395870, 80.091087, 11.157006, 2.626778, 0, 131, 0, 0
15569, 253.487442, 267.659363, 5.953961, 2.982583, 0, 149, 0, 0
15570, 309.004456, -411.028351, 8.949878, 2.532667, 0, 126, 0, 0
15571, -626.494629, -11.452405, 8.035316, 2.862520, 0, 143, 0, 0
15572, -382.706726, 188.667358, 8.771868, 2.761458, 138, 0, 0, 0
15573, -343.342590, -26.091696, 6.714514, 2.720078, 0, 136, 0, 0
15574, 327.096588, -54.600269, 12.318749, 2.714731, 0, 135, 0, 0
15575, 102.000160, 41.995106, 10.095382, 2.445246, 0, 122, 0, 0
15576, -121.395912, -559.981445, 10.628182, 2.602471, 0, 130, 0, 0
15577, -407.381470, 92.160797, 9.319682, 2.469800, 0, 123, 0, 0
15578, -424.596344, -262.574219, 6.977071, 2.683602, 0, 134, 0, 0
15579, 383.738098, 286.357056, 7.018341, 2.516854, 0, 125, 0, 0
15580, 9.864089, -225.436493, 7.932437, 2.999517, 0, 149, 0, 0
15581, -101.115562, 521.930603, 7.869510, 3.004243, 0, 150, 0, 0
15582, -290.886261, 311.362762, 9.190062, 2.728909, 0, 136, 0, 0
15583, -306.869629, -463.171387, 5.795881, 2.786004, 139, 0, 0, 0
15584, 378.829742, 463.848480, 7.719351, 2.717975, 0, 135, 0, 0
15585, -413.883026, -14.313061, 9.825337, 2.816744, 0, 140, 0, 0
15586, -211.903961, 346.731964, 8.826039, 2.896221, 144, 0, 0, 0
15587, 129.465912, -371.040131, 8.483154, 2.497427, 0, 124, 0, 0
15588, -145.931000, 286.086670, 7.661502, 2.647442, 132, 0, 0, 0
15589, 358.846741, 443.366577, 7.087551, 2.716165, 0, 135, 0, 0
15590, 617.374268, -24.842268, 12.081602, 2.716058, 135, 0, 0, 0
15591, -233.303635, 284.524902, 8.480344, 2.893520, 0, 144, 0, 0
15592, -480.435974, -378.754547, 7.688805, 2.590696, 0, 129, 0, 0
15593, 382.615326, -95.214897, 5.859838, 2.530371, 0, 126, 0, 0
15594, 3.621402, 432.993439, 7.865459, 2.649871, 132, 0, 0, 0
15595, -387.075500, 58.459305, 6.120919, 2.824072, 141, 0, 0, 0
15596, 457.674622, 179.737289, 10.261213, 2.789236, 0, 139, 0, 0
15597, -150.641403, -605.181763, 10.061173, 2.981163, 149, 0, 0, 0
15598, 604.396729, -40.030216, 8.923464, 2.841591, 0, 142, 0, 0
15599, -571.080078, -340.334808, 12.269723, 2.446073, 0, 122, 0, 0
15600, 613.432800, -187.628357, 7.193751, 2.956441, 147, 0, 0, 0
15601, -580.808044, 165.774399, 9.062030, 2.661935, 0, 133, 0, 0
15602, -129.014694, 572.565308, 8.265010, 2.588235, 129, 0, 0, 0
15603, -49.214874, -629.777588, 11.753633, 2.501178, 0, 125, 0, 0
15604, -195.479645, -1.061140, 6.360963, 2.785996, 139, 0, 0, 0
15605, 59.978176, 79.099640, 4.451262, 2.472302, 0, 123, 0, 0
15606, -41.129879, 277.506744, 4.608671, 2.579718, 128, 0, 0, 0
15607, -500.105682, -31.373079, 8.764429, 2.498468, 0, 124, 0, 0
15608, -253.281372, 559.321533, 12.748509, 2.903892, 145, 0, 0, 0
15609, 237.104218, 11.781333, 9.306191, 2.943647, 0, 147, 0, 0
15610, 249.416611, -559.985718, 12.207269, 2.408446, 0, 120, 0, 0
15611, 312.597290, 524.414185, 6.522328, 2.876097, 143, 0, 0, 0
15612, -306.504730, 44.117435, 6.045400, 2.785718, 139, 0, 0, 0
15613, 566.374878, -90.951141, 8.484997, 2.801600, 140, 0, 0, 0
15614, -106.184448, -51.076084, 6.750264, 2.506632, 125, 0, 0, 0
15615, -297.095917, -296.264221, 7.678679, 2.645852, 132, 0, 0, 0
15616, -202.182175, -20.875782, 9.466536, 2.442711, 0, 122, 0, 0
15617, -137.710632, 523.590088, 7.640693, 2.972407, 0, 148, 0, 0
15618, 484.696442, 451.847382, 8.943910, 2.534892, 126, 0, 0, 0
15619, -426.477600, -116.962570, 10.034232, 2.798510, 139, 0, 0, 0
15620, -171.830887, -18.900278, 9.528563, 2.358690, 0, 117, 0, 0
15621, -34.242470, 231.804092, 4.700475, 2.757094, 137, 0, 0, 0
15622, 51.393963, 46.431969, 4.462577, 2.876621, 143, 0, 0, 0
15623, 315.384552, 514.961243, 6.526185, 2.762104, 138, 0, 0, 0
15624, 210.598404, 104.164238, 6.614668, 2.525510, 0, 126, 0, 0
15625, 241.587296, -112.322899, 9.175940, 2.666693, 0, 133, 0, 0
15626, 132.539856, 258.414246, 7.637557, 2.657783, 132, 0, 0, 0
15627, 546.714539, 229.828461, 8.045214, 2.440334, 0, 122, 0, 0
15628, 136.492264, 290.247223, 7.456587, 2.710750, 135, 0, 0, 0
15629, -27.695694, 81.857452, 8.003920, 2.509389, 0, 125, 0, 0
15630, 150.144363, 570.509521, 4.924329, 2.805119, 140, 0, 0, 0
15631, -561.377747, 166.982376, 8.528835, 2.834297, 0, 141, 0, 0
15632, 259.420166, -180.544891, 8.997933, 2.859503, 0, 142, 0, 0
15633, 136.872650, 647.606079, 5.584100, 2.732124, 0, 136, 0, 0
15634, -356.493073, 526.839233, 14.190333, 2.905638, 145, 0, 0, 0
15635, 133.734070, 600.884338, 4.961232, 2.436627, 121, 0, 0, 0
15636, 310.350006, 73.683029, 12.959349, 2.483118, 0, 124, 0, 0
15637, -296.811615, -55.516933, 9.904620, 2.938524, 146, 0, 0, 0
15638, 208.901199, 45.758297, 9.690784, 2.984469, 0, 149, 0, 0
15639, 7.835309, 167.398727, 7.551652, 2.767052, 138, 0, 0, 0
15640, 508.260345, 120.044769, 9.102163, 2.531913, 126, 0, 0, 0
15641, 462.498932, 418.960022, 8.952287, 2.705930, 0, 135, 0, 0
15642, -375.818848, 453.580566, 12.451500, 2.692801, 134, 0, 0, 0
15643, 427.602905, 400.811768, 6.961030, 2.856029, 0, 142, 0, 0
15644, 176.839417, -60.558353, 6.071167, 2.456400, 122, 0, 0, 0
15645, 343.697723, -313.918488, 8.621149, 2.616311, 0, 130, 0, 0
15646, 360.564240, 140.367828, 9.526014, 2.749256, 137, 0, 0, 0
15647, -279.313568, -379.283844, 7.809647, 2.492091, 0, 124, 0, 0
15648, 538.917908, 405.695892, 8.073681, 2.448199, 122, 0, 0, 0
15649, 114.590599, 429.266815, 7.309455, 2.487099, 124, 0, 0, 0
15650, -422.885071, -445.619324, 8.023503, 2.900822, 0, 145, 0, 0
15651, 259.030273, 363.081543, 9.715937, 2.637959, 0, 131, 0, 0
15652, 469.180542, 364.723175, 7.228701, 2.752395, 0, 137, 0, 0
15653, -388.621033, -67.131310, 6.680536, 2.436591, 0, 121, 0, 0
15654, -372.761749, 335.000488, 9.313787, 2.871533, 0, 143, 0, 0
15655, 175.278183, 130.582504, 6.622302, 2.915462, 0, 145, 0, 0
15656, 174.064529, -470.372070, 10.920608, 2.729850, 0, 136, 0, 0
15657, -318.815125, 26.760809, 9.222104, 2.352013, 0, 117, 0, 0
15658, 241.937027, -102.556580, 9.159344, 2.368790, 118, 0, 0, 0
15659, 371.728058, -481.984039, 8.408149, 2.749828, 0, 137, 0, 0
15660, -500.117523, 162.227936, 9.271057, 2.608381, 130, 0, 0, 0
15661, -14.759031, -415.067322, 10.851637, 2.697172, 134, 0, 0, 0
15662, -331.098846, 496.512054, 8.722022, 2.795302, 0, 139, 0, 0
15663, -317.112030, 562.391907, 6.575848, 2.515857, 125, 0, 0, 0
15664, 149.881271, 86.366707, 10.201051, 2.602888, 0, 130, 0, 0
15665, 395.921082, 3.827757, 9.080527, 2.628653, 0, 131, 0, 0
15666, 274.997833, -131.545044, 9.204730, 2.834402, 0, 141, 0, 0
15667, -246.129242, -206.847610, 6.911096, 2.716788, 135, 0, 0, 0
15668, 185.333191, 104.915512, 6.692553, 2.498366, 0, 124, 0, 0
15669, -531.741028, -372.671783, 7.873086, 2.692726, 134, 0, 0, 0
15670, -270.809509, 64.021179, 9.101870, 2.844700, 0, 142, 0, 0
15671, -167.017899, -46.947269, 9.443588, 2.506563, 125, 0, 0, 0
15672, 42.713444, -457.626160, 8.115797, 2.656615, 0, 132, 0, 0
15673, 216.174362, 27.789930, 9.738562, 2.357197, 117, 0, 0, 0
15674, 110.666862, -175.380432, 8.589231, 2.681461, 134, 0, 0, 0
15675, 210.015259, 192.674271, 6.922453, 2.498966, 124, 0, 0, 0
15676, 490.651306, -328.544952, 9.622346, 2.855125, 142, 0, 0, 0
15677, -363.646545, 124.022926, 9.363136, 2.388101, 119, 0, 0, 0
15678, -562.040161, 278.080078, 5.899709, 2.685574, 0, 134, 0, 0
15679, 319.451385, 219.674454, 9.262901, 2.667429, 0, 133, 0, 0
15680, 62.920120, -586.256226, 7.072720, 2.391222, 0, 119, 0, 0
15681, -215.986481, -612.778015, 6.454938, 2.751846, 0, 137, 0, 0
15682, 154.137436, -502.819824, 7.797222, 2.450951, 0, 122, 0, 0
15683, 122.015068, -623.936707, 5.554683, 2.614896, 130, 0, 0, 0
15684, 354.670227, 7.415245, 9.095076, 2.483143, 124, 0, 0, 0
15685, 377.088135, -445.132965, 8.768087, 2.319395, 0, 115, 0, 0
15686, -52.497387, -609.187866, 11.568622, 2.313149, 115, 0, 0, 0
15687, 381.297821, -478.657104, 8.415954, 2.757309, 137, 0, 0, 0
15688, -520.818237, 320.231110, 7.403977, 2.491903, 0, 124, 0, 0
15689, -465.883575, -233.504745, 10.158022, 2.731900, 0, 136, 0, 0
15690, -475.591431, -2.966414, 9.145621, 2.632413, 0, 131, 0, 0
15691, -198.615097, 192.676025, 8.398048, 2.452142, 0, 122, 0, 0
15692, -29.129702, -398.333374, 8.244066, 2.794497, 0, 139, 0, 0
15693, -338.227997, -498.706635, 7.297787, 2.458086, 0, 122, 0, 0
15694, -161.112274, 462.177216, 7.918777, 2.591206, 0, 129, 0, 0
15695, 336.992981, -7.184377, 9.129002, 2.437999, 0, 121, 0, 0
15696, -326.341736, 442.532806, 13.066334, 2.692340, 0, 134, 0, 0
15697, -524.541870, 75.731178, 6.682299, 2.583823, 0, 129, 0, 0
15698, -365.667084, -327.486603, 9.403229, 2.788391, 139, 0, 0, 0
15699, -407.924469, 478.241669, 12.426797, 2.389371, 119, 0, 0, 0
15700, 46.375614, 218.157166, 7.638394, 2.546977, 127, 0, 0, 0
15701, -456.005096, -430.851013, 9.703285, 2.598737, 129, 0, 0, 0
15702, 328.479858, -159.550018, 9.040652, 2.602132, 0, 130, 0, 0
15703, -342.982697, -487.553955, 7.309884, 2.297127, 0, 114, 0, 0
15704, 359.355194, -77.481804, 5.860633, 2.475394, 0, 123, 0, 0
15705, 103.394707, 162.886993, 7.132252, 2.337739, 116, 0, 0, 0
15706, 105.268593, -370.942078, 8.442068, 2.693908, 0, 134, 0, 0
15707, 139.963760, 571.061401, 11.197956, 2.387873, 0, 119, 0, 0
15708, -187.246750, 301.446350, 8.135514, 2.307320, 115, 0, 0, 0
15709, -139.027115, 116.865593, 8.493194, 2.611749, 130, 0, 0, 0
15710, -610.857361, -185.873276, 13.241099, 2.443235, 122, 0, 0, 0
15711, 227.923843, -128.715317, 9.153896, 2.393518, 119, 0, 0, 0
15712, -607.734558, -148.587875, 10.268909, 2.677601, 133, 0, 0, 0
15713, -159.955307, 626.981262, 9.634285, 2.532206, 126, 0, 0, 0
15714, 198.380753, 150.487885, 6.688253, 2.747835, 0, 137, 0, 0
15715, 90.687317, -296.356354, 5.322706, 2.783258, 139, 0, 0, 0
15716, -448.825043, -147.401947, 10.124596, 2.374973, 0, 118, 0, 0
15717, -364.122437, 76.701591, 9.494267, 2.663608, 0, 133, 0, 0
15718, 438.044983, 338.661621, 7.193409, 2.553655, 0, 127, 0, 0
15719, -325.996002, -441.969391, 7.137680, 2.413176, 0, 120, 0, 0
15720, -511.704651, -386.863953, 7.728159, 2.790538, 0, 139, 0, 0
15721, -477.115143, -160.452423, 10.179498, 2.452251, 122, 0, 0, 0
15722, 99.334625, 572.957214, 8.067061, 2.449286, 0, 122, 0, 0
15723, -591.146912, -235.262344, 10.815270, 2.506068, 125, 0, 0, 0
15724, 111.385941, -433.737091, 7.880405, 2.681840, 0, 134, 0, 0
15725, -160.370499, 144.917374, 8.532960, 2.752090, 137, 0, 0, 0
15726, 524.533997, 33.387993, 9.795639, 2.640035, 0, 132, 0, 0
15727, 368.745514, 327.356659, 7.588402, 2.351675, 0, 117, 0, 0
15728, 293.801636, 386.986115, 9.834157, 2.553209, 0, 127, 0, 0
15729, -143.796616, 321.877411, 8.712473, 2.302824, 0, 115, 0, 0
15730, 543.408081, -0.286971, 8.995736, 2.510772, 125, 0, 0, 0
15731, 295.254974, -36.498867, 12.326141, 2.534427, 126, 0, 0, 0
15732, -601.224365, -207.522659, 9.745341, 2.368513, 118, 0, 0, 0
15733, -555.536743, -306.043335, 10.293113, 2.339889, 0, 116, 0, 0
15734, 533.558655, 382.141846, 6.627378, 2.443672, 0, 122, 0, 0
15735, 282.407013, 309.517487, 5.982992, 2.457479, 122, 0, 0, 0
15736, -201.940079, 97.292564, 8.993695, 2.369670, 0, 118, 0, 0
15737, -115.222588, -594.926331, 7.654415, 2.376374, 118, 0, 0, 0
15738, -301.139252, 212.357437, 11.912309, 2.444235, 122, 0, 0, 0
15739, -129.354187, 136.734467, 8.515006, 2.531339, 126, 0, 0, 0
15740, 203.452774, 54.113785, 12.815972, 2.780653, 139, 0, 0, 0
15741, 140.853561, -638.843628, 6.585648, 2.382594, 119, 0, 0, 0
15742, 170.132401, -438.414246, 11.011526, 2.579946, 128, 0, 0, 0
15743, -304.051178, 533.128052, 9.501948, 2.283525, 114, 0, 0, 0
15744, 413.733643, 402.212799, 6.965486, 2.320090, 116, 0, 0, 0
15745, 46.209160, 66.123375, 4.435250, 2.599753, 0, 129, 0, 0
15746, -362.528534, 152.978989, 9.389244, 2.266079, 113, 0, 0, 0
15747, -261.625793, 120.883911, 9.068614, 2.628947, 131, 0, 0, 0
15748, -209.857834, -155.722275, 6.955102, 2.363189, 0, 118, 0, 0
15749, 134.124268, -512.189270, 10.951212, 2.366305, 118, 0, 0, 0
15750, -262.938965, -207.032791, 6.967086, 2.498894, 124, 0, 0, 0
15751, -452.746216, 40.532951, 11.970072, 2.298287, 114, 0, 0, 0
15752, 572.572083, -115.893692, 11.662935, 2.637157, 131, 0, 0, 0
15753, -465.156525, 60.443768, 11.994560, 2.467314, 0, 123, 0, 0
15754, -175.796143, -147.705109, 6.900508, 2.665834, 133, 0, 0, 0
15755, 187.146317, 306.009064, 7.371115, 2.542329, 0, 127, 0, 0
15756, -310.954529, 467.426636, 12.473131, 2.585090, 129, 0, 0, 0
15757, -544.563049, 265.012939, 7.262300, 2.239914, 0, 111, 0, 0
15758, 509.687653, -240.115265, 7.124680, 2.533403, 0, 126, 0, 0
15759, -109.902420, 113.047241, 8.751751, 2.325717, 116, 0, 0, 0
15760, -219.135437, -63.755596, 9.792521, 2.402362, 120, 0, 0, 0
15761, -378.262024, -535.623291, 7.181907, 2.621207, 0, 131, 0, 0
15762, -442.614105, 172.515747, 8.783211, 2.296295, 114, 0, 0, 0
15763, 140.605408, 341.573822, 7.496192, 2.550431, 0, 127, 0, 0
15764, -214.038559, 383.397583, 8.829425, 2.494381, 0, 124, 0, 0
15765, 252.230331, 108.775551, 9.697769, 2.250993, 0, 112, 0, 0
15766, 36.183048, 364.597260, 7.671772, 2.515075, 0, 125, 0, 0
15767, -273.027771, 199.695038, 12.143021, 2.464096, 123, 0, 0, 0
15768, -35.904400, 197.757721, 7.783262, 2.655807, 132, 0, 0, 0
15769, -563.919312, 0.971192, 8.807467, 2.315928, 115, 0, 0, 0
15770, -351.390991, 481.350647, 12.484622, 2.323972, 0, 116, 0, 0
15771, 1.801102, -128.162598, 7.717841, 2.321606, 0, 116, 0, 0
15772, 136.724380, 218.534653, 7.361008, 2.481959, 124, 0, 0, 0
15773, 287.264374, 359.990356, 10.053619, 2.451216, 0, 122, 0, 0
15774, -63.729156, 71.063828, 8.539077, 2.424886, 121, 0, 0, 0
15775, -602.844910, -228.441589, 11.098498, 2.291559, 114, 0, 0, 0
15776, 259.014191, -67.631462, 9.182917, 2.588347, 0, 129, 0, 0
15777, 0.833384, -556.232361, 11.544953, 2.304841, 115, 0, 0, 0
15778, 35.720013, 501.289062, 7.648816, 2.160935, 0, 108, 0, 0
15779, 238.657852, 188.844131, 6.885602, 2.323028, 0, 116, 0, 0
15780, -107.141197, -633.321167, 10.016102, 2.593865, 129, 0, 0, 0
15781, 227.266525, 355.050201, 9.064564, 2.619815, 0, 130, 0, 0
15782, -134.922699, -540.852722, 4.312843, 2.529468, 0, 126, 0, 0
15783, -250.156113, 228.411469, 9.836770, 2.203204, 110, 0, 0, 0
15784, -561.749512, -326.146484, 13.110419, 2.215598, 0, 110, 0, 0
15785, -422.222107, 181.557617, 8.775948, 2.375121, 0, 118, 0, 0
15786, 482.498413, 198.075714, 9.549906, 2.458734, 122, 0, 0, 0
15787, -21.674587, -377.953949, 10.960631, 2.601214, 130, 0, 0, 0
15788, 454.955353, 326.584900, 10.412327, 2.350473, 0, 117, 0, 0
15789, -292.408081, -86.409264, 9.889958, 2.457928, 122, 0, 0, 0
15790, 212.650314, -357.243683, 8.416970, 2.415513, 120, 0, 0, 0
15791, -121.122925, 344.661835, 8.845931, 2.588395, 0, 129, 0, 0
15792, 563.841614, 111.840050, 12.305211, 2.421950, 0, 121, 0, 0
15793, -472.410217, -347.546173, 9.460070, 2.400818, 120, 0, 0, 0
15794, 63.625523, 542.373230, 7.692601, 2.367301, 118, 0, 0, 0
15795, 44.103149, -635.213013, 9.112700, 2.379687, 118, 0, 0, 0
15796, 325.223480, -309.053925, 8.612741, 2.166780, 108, 0, 0, 0
15797, 228.881958, -58.277645, 9.009362, 2.395577, 0, 119, 0, 0
15798, 199.798187, 377.349060, 8.987980, 2.306877, 115, 0, 0, 0
15799, -33.085835, 467.858917, 7.338927, 2.324795, 0, 116, 0, 0
15800, -316.666901, 167.588379, 8.900565, 2.566390, 0, 128, 0, 0
15801, -584.072388, 156.469696, 9.073530, 2.294962, 0, 114, 0, 0
15802, -204.315414, 511.449371, 3.900826, 2.628574, 0, 131, 0, 0
15803, 336.854218, -230.484680, 8.911370, 2.342537, 0, 117, 0, 0
15804, -94.149605, 181.572876, 8.493482, 2.328885, 0, 116, 0, 0
15805, -259.390564, -464.283264, 6.931979, 2.340290, 0, 117, 0, 0
15806, -231.588654, 406.894409, 8.048607, 2.402132, 120, 0, 0, 0
15807, -472.742188, -403.204468, 7.833022, 2.626107, 0, 131, 0, 0
15808, -542.591736, -255.592789, 9.465718, 2.531028, 126, 0, 0, 0
15809, -474.408478, 250.861511, 9.724489, 2.214377, 0, 110, 0, 0
15810, 342.398621, 99.311653, 12.645294, 2.585319, 129, 0, 0, 0
15811, 448.051270, -218.503189, 5.962175, 2.572726, 128, 0, 0, 0
15812, -229.113144, 186.995575, 11.569335, 2.498260, 124, 0, 0, 0
15813, 114.991264, 593.747864, 8.075109, 2.131653, 0, 106, 0, 0
15814, 187.005707, -144.121292, 8.754104, 2.309020, 115, 0, 0, 0
15815, -69.195602, -455.639099, 10.696643, 2.244884, 0, 112, 0, 0
15816, -9.826224, 40.329330, 9.955841, 2.309639, 115, 0, 0, 0
15817, -466.721375, -25.371199, 9.230403, 2.535162, 0, 126, 0, 0
15818, -512.045471, -122.447823, 7.779778, 2.514292, 125, 0, 0, 0
15819, -482.301422, -55.193520, 8.849867, 2.443590, 122, 0, 0, 0
15820, 530.742859, -71.567596, 12.190120, 2.542327, 127, 0, 0, 0
15821, -1.760466, 518.390625, 7.729354, 2.340079, 117, 0, 0, 0
15822, -18.955248, -236.646637, 11.006815, 2.436181, 121, 0, 0, 0
15823, -98.888893, 216.114502, 8.783683, 2.319827, 0, 115, 0, 0
15824, -329.265411, -222.812012, 6.822857, 2.527218, 126, 0, 0, 0
15825, 182.826706, 318.845184, 7.346704, 2.113608, 105, 0, 0, 0
15826, 603.766296, 178.265091, 14.129517, 2.406611, 120, 0, 0, 0
15827, 627.113159, -103.493134, 11.748835, 2.184091, 0, 109, 0, 0
15828, -262.842804, 142.113998, 9.026134, 2.502520, 0, 125, 0, 0
15829, 89.523102, 260.582703, 10.774126, 2.254612, 0, 112, 0, 0
15830, -347.069244, -375.269897, 6.920932, 2.444593, 122, 0, 0, 0
15831, -159.634598, -599.583923, 10.071470, 2.427722, 121, 0, 0, 0
15832, 307.798920, -288.475616, 8.533402, 2.097730, 0, 104, 0, 0
15833, 140.622147, -427.646851, 7.874436, 2.278362, 0, 113, 0, 0
15834, -616.300232, 192.180664, 9.046182, 2.109142, 0, 105, 0, 0
15835, 255.992416, 456.383728, 8.281970, 2.257669, 112, 0, 0, 0
15836, 297.635010, -338.834412, 8.452238, 2.160367, 0, 108, 0, 0
15837, 428.140472, -129.722778, 6.019139, 2.294290, 114, 0, 0, 0
15838, -390.082428, 275.837677, 9.195334, 2.300626, 0, 115, 0, 0
15839, 500.531342, 140.516769, 13.395434, 2.243929, 0, 112, 0, 0
15840, -442.315125, -290.644043, 6.989987, 2.258729, 112, 0, 0, 0
15841, -322.196838, -164.908783, 9.874578, 2.165713, 0, 108, 0, 0
15842, -142.330063, 442.845062, 7.296058, 2.279252, 113, 0, 0, 0
15843, 151.846954, -529.951843, 10.178889, 2.497086, 124, 0, 0, 0
15844, 192.557251, -495.044861, 10.648657, 2.140056, 107, 0, 0, 0
15845, 47.609570, -544.442139, 9.589019, 2.380541, 119, 0, 0, 0
15846, -128.839279, -598.338379, 7.356055, 2.190286, 109, 0, 0, 0
15847, 272.148499, -264.408081, 8.696176, 2.471078, 123, 0, 0, 0
15848, 24.400454, 253.238190, 7.837920, 2.255653, 112, 0, 0, 0
15849, -363.917572, -255.622650, 6.783875, 2.154796, 0, 107, 0, 0
15850, -251.898163, 392.999390, 8.536735, 2.490340, 0, 124, 0, 0
15851, -414.598389, -204.381897, 9.810906, 2.373455, 0, 118, 0, 0
15852, -316.829834, 16.453323, 12.329431, 2.109081, 0, 105, 0, 0
15853, -22.776550, 269.236511, 7.817116, 2.148604, 107, 0, 0, 0
15854, -448.455933, 254.549622, 9.112161, 2.235945, 0, 111, 0, 0
15855, 45.414677, 622.929199, 11.308149, 2.471236, 123, 0, 0, 0
15856, 110.061661, -100.550819, 8.555147, 2.112404, 0, 105, 0, 0
id, x, y, theta, volume, gfp, rfp, yfp, cfp
15857, 502.265045, 85.938499, 10.183640, 3.272063, 0, 163, 0, 0
15858, 288.318420, 70.248154, 12.676770, 2.929299, 146, 0, 0, 0
15859, 344.315735, 122.211288, 9.467257, 4.498947, 0, 224, 0, 0
15860, 531.755310, 333.153992, 6.850413, 4.486945, 224, 0, 0, 0
15861, 443.542603, 322.514557, 6.860957, 3.715830, 185, 0, 0, 0
15862, 347.263214, 290.969727, 7.098092, 2.839030, 0, 141, 0, 0
15863, 339.356262, 404.086487, 7.607740, 3.647964, 182, 0, 0, 0
15864, 339.356842, 518.679321, 6.986444, 2.834373, 0, 141, 0, 0
15865, 203.175323, 448.981781, 10.226273, 4.153906, 0, 207, 0, 0
15866, 149.676544, 543.972229, 5.006188, 2.317427, 115, 0, 0, 0
15867, 21.721106, 544.088074, 10.090715, 2.691366, 0, 134, 0, 0
15868, -76.648399, 643.812439, 9.143567, 3.623670, 181, 0, 0, 0
15869, -25.652725, 209.617126, 7.595921, 2.987348, 0, 149, 0, 0
15870, -152.863922, 518.041931, 4.575765, 3.363696, 0, 168, 0, 0
15871, -121.943207, 214.449677, 11.263345, 3.211975, 160, 0, 0, 0
15872, -236.645828, 380.433258, 8.827355, 2.310289, 0, 115, 0, 0
15873, -383.355957, 461.492188, 12.071147, 3.328954, 0, 166, 0, 0
15874, -205.200485, 229.666687, 7.813919, 2.344772, 0, 117, 0, 0
15875, -228.506943, 239.660034, 10.274471, 2.472385, 123, 0, 0, 0
15876, -268.512848, 166.783630, 8.949651, 3.080770, 0, 154, 0, 0
15877, -524.414246, 309.557281, 7.376050, 2.759578, 0, 137, 0, 0
15878, -479.901489, 139.175140, 8.675323, 3.794866, 0, 189, 0, 0
