id, x, y, theta, volume, gfp, rfp, yfp, cfp
17787, 481.036163, 40.663284, 9.716326, 3.913039, 195, 0, 0, 0
17788, 47.241428, -162.464294, 11.309529, 4.121766, 206, 0, 0, 0
17789, -352.586334, -163.452103, 9.769943, 3.934017, 196, 0, 0, 0
17790, 122.401932, -418.121918, 8.170268, 4.209814, 210, 0, 0, 0
17791, 195.614395, 588.918701, 8.235271, 3.750867, 187, 0, 0, 0
17792, -2.624291, 518.952759, 8.186080, 3.385952, 0, 169, 0, 0
17793, -126.463020, 154.230316, 11.623497, 3.982690, 199, 0, 0, 0
17794, 245.173325, 422.041901, 9.570282, 3.576173, 0, 178, 0, 0
17795, -370.568481, -451.642059, 7.350728, 3.962538, 198, 0, 0, 0
17796, -142.162399, -217.751129, 7.451798, 3.993293, 0, 199, 0, 0
17797, 466.631775, 358.330383, 7.367650, 3.571298, 178, 0, 0, 0
17798, -267.231018, 461.887146, 8.192601, 3.593666, 0, 179, 0, 0
17799, 597.223267, 117.881111, 14.529754, 3.627849, 181, 0, 0, 0
17800, -133.337952, -219.774384, 7.432202, 3.855446, 192, 0, 0, 0
17801, 238.475739, -190.647339, 5.807842, 3.998083, 0, 199, 0, 0
17802, -343.303040, -197.832794, 9.969844, 3.900341, 195, 0, 0, 0
17803, -331.784180, -14.445172, 9.738082, 3.423413, 171, 0, 0, 0
17804, 415.331329, 185.875565, 7.350130, 3.376526, 0, 168, 0, 0
17805, -57.852459, -91.566368, 7.052571, 3.722334, 0, 186, 0, 0
17806, -266.293762, 486.107056, 8.332085, 3.487155, 0, 174, 0, 0
17807, 476.194427, 121.554543, 13.520284, 3.666659, 183, 0, 0, 0
17808, -448.513031, 40.524151, 6.053613, 3.557276, 177, 0, 0, 0
17809, 467.750214, 302.814545, 6.824746, 3.653720, 182, 0, 0, 0
17810, 613.148438, 6.453382, 9.148657, 3.904809, 195, 0, 0, 0
17811, 296.606537, 565.799072, 10.216933, 3.823500, 0, 191, 0, 0
17812, -580.004150, -90.095627, 10.017696, 3.477309, 0, 173, 0, 0
17813, 32.054089, 397.757141, 7.988967, 3.502711, 0, 175, 0, 0
17814, 32.263313, -599.230835, 8.329009, 3.401062, 0, 170, 0, 0
17815, 235.649155, 627.032654, 8.651822, 3.349277, 167, 0, 0, 0
17816, 227.236862, 175.861191, 6.913008, 4.055062, 0, 202, 0, 0
17817, -386.068481, -366.673096, 10.153791, 3.891804, 194, 0, 0, 0
17818, 397.294586, -353.957336, 8.565212, 3.614058, 180, 0, 0, 0
17819, 515.825317, -135.975021, 11.508476, 3.599351, 179, 0, 0, 0
17820, -487.511200, -288.045959, 9.984282, 3.647510, 0, 182, 0, 0
17821, 97.618919, 138.601273, 6.723308, 4.071023, 0, 203, 0, 0
17822, 92.283524, -557.616760, 7.355862, 3.405011, 170, 0, 0, 0
17823, -609.099182, -148.170227, 6.957170, 3.227571, 0, 161, 0, 0
17824, -460.789429, -283.255676, 6.825386, 4.000857, 0, 200, 0, 0
17825, 398.262360, 68.731979, 12.740922, 3.664212, 183, 0, 0, 0
17826, 588.019897, -230.397278, 5.091367, 3.400796, 0, 170, 0, 0
17827, 147.864014, -504.265198, 7.860680, 3.679361, 183, 0, 0, 0
17828, 106.354713, 16.146950, 12.937681, 3.453063, 0, 172, 0, 0
17829, 302.692993, -434.163544, 8.219328, 3.561306, 178, 0, 0, 0
17830, 116.041405, 126.761589, 4.221483, 3.517714, 175, 0, 0, 0
17831, 159.458740, -166.528717, 8.410364, 3.794041, 0, 189, 0, 0
17832, -318.173615, 304.302765, 9.410132, 3.986408, 199, 0, 0, 0
17833, 137.050980, -232.364853, 8.498709, 3.586767, 179, 0, 0, 0
17834, -391.556427, 244.110077, 9.049032, 3.463325, 0, 173, 0, 0
17835, 345.348633, 44.912987, 9.350922, 3.380876, 0, 169, 0, 0
17836, 87.442375, 208.329056, 10.742922, 3.761221, 0, 188, 0, 0
17837, -7.072441, 498.000427, 8.081802, 3.467656, 173, 0, 0, 0
17838, 106.598961, 279.382996, 10.833286, 3.409110, 0, 170, 0, 0
17839, 42.973560, -217.684158, 8.100297, 3.574745, 0, 178, 0, 0
17840, -183.207047, 538.747437, 10.658957, 3.922274, 0, 196, 0, 0
17841, -467.784821, 426.379150, 8.662451, 3.359065, 167, 0, 0, 0
17842, -442.212494, -128.472809, 9.876171, 4.030004, 201, 0, 0, 0
17843, 127.627792, -525.054382, 7.281146, 3.826082, 191, 0, 0, 0
17844, 368.279022, 349.434265, 10.154991, 3.362290, 168, 0, 0, 0
17845, -428.855957, 339.896820, 8.025140, 3.794008, 189, 0, 0, 0
17846, -84.140366, -545.702820, 10.978452, 3.642384, 0, 182, 0, 0
17847, -489.370270, 20.266117, 9.223615, 3.659188, 182, 0, 0, 0
17848, -155.476959, -648.455627, 9.323559, 3.629543, 0, 181, 0, 0
17849, -66.741318, -170.831558, 7.177468, 3.691674, 184, 0, 0, 0
17850, -106.906578, 633.177002, 8.919031, 3.820728, 0, 191, 0, 0
17851, 67.091797, -106.282906, 8.486473, 3.892704, 0, 194, 0, 0
17852, 341.267853, -273.221313, 5.870599, 3.883557, 194, 0, 0, 0
17853, -98.478996, -39.879486, 6.912477, 3.640629, 182, 0, 0, 0
17854, 348.513428, -107.805595, 5.816980, 3.554473, 0, 177, 0, 0
17855, -174.413162, -289.730438, 7.004359, 3.166398, 0, 158, 0, 0
17856, 256.284363, 103.720665, 12.817550, 3.606676, 180, 0, 0, 0
17857, 552.670166, 151.542740, 12.232182, 3.753475, 187, 0, 0, 0
17858, 78.365662, -506.160156, 9.848633, 3.815625, 190, 0, 0, 0
17859, -114.266098, -313.320282, 6.202751, 3.921986, 0, 196, 0, 0
17860, -169.451111, -272.851715, 6.952517, 3.916585, 0, 195, 0, 0
17861, -194.104980, 276.061340, 11.887504, 4.005992, 0, 200, 0, 0
17862, -321.766418, -477.218964, 9.038971, 3.808747, 0, 190, 0, 0
17863, -116.316284, -205.559906, 4.301339, 3.892687, 194, 0, 0, 0
17864, -138.135056, -140.889023, 7.040086, 3.888442, 194, 0, 0, 0
17865, -69.472679, 272.847961, 3.809069, 3.791860, 0, 189, 0, 0
17866, 85.234726, 326.345612, 7.689823, 4.043757, 0, 202, 0, 0
17867, -271.355103, -34.826637, 6.660093, 3.413592, 0, 170, 0, 0
17868, -273.398743, -529.463562, 6.726022, 3.534521, 176, 0, 0, 0
17869, 161.374084, 94.712860, 6.801177, 3.595487, 179, 0, 0, 0
17870, 597.087402, -279.516724, 8.326777, 3.984870, 0, 199, 0, 0
17871, -190.452713, -537.774841, 3.903359, 3.776673, 0, 188, 0, 0
17872, -39.842384, -152.815475, 4.029913, 3.635528, 0, 181, 0, 0
17873, 53.890659, 389.883270, 7.839374, 3.779033, 188, 0, 0, 0
17874, -570.144653, 195.887833, 8.772288, 3.970876, 0, 198, 0, 0
17875, 173.295609, -87.844963, 8.694623, 3.377359, 0, 168, 0, 0
17876, 498.750519, 297.662964, 7.576907, 3.696990, 184, 0, 0, 0
17877, -61.203079, -134.412231, 7.113969, 3.830173, 191, 0, 0, 0
17878, 216.378189, -290.381866, 8.815847, 3.438667, 171, 0, 0, 0
17879, 581.511597, -35.913315, 12.294370, 4.009851, 0, 200, 0, 0
17880, 288.244995, 338.693024, 7.737284, 3.414603, 0, 170, 0, 0
17881, 595.755249, 224.575546, 10.182980, 3.639920, 181, 0, 0, 0
17882, -306.704498, 420.215332, 11.305873, 3.308852, 165, 0, 0, 0
17883, 559.289368, -321.161896, 6.812066, 3.436558, 0, 171, 0, 0
17884, -64.595116, -252.765030, 7.509591, 4.040554, 0, 202, 0, 0
17885, -31.498491, -436.707458, 11.083147, 3.521756, 0, 176, 0, 0
17886, -415.974030, 70.736374, 6.152503, 3.399676, 0, 169, 0, 0
17887, -317.575562, -20.236813, 9.725698, 3.458261, 0, 172, 0, 0
17888, 560.857056, -137.838425, 11.472474, 3.838944, 0, 191, 0, 0
17889, -206.737152, 113.553749, 5.855901, 3.252796, 162, 0, 0, 0
17890, 152.413361, -171.812607, 8.421039, 3.120054, 0, 156, 0, 0
17891, 329.990784, 259.489136, 7.064923, 3.536116, 176, 0, 0, 0
17892, -440.417389, -247.314423, 10.024187, 3.908687, 195, 0, 0, 0
17893, -512.348999, -169.082504, 7.092031, 3.650143, 0, 182, 0, 0
17894, 13.663811, 634.440430, 7.898540, 3.404987, 170, 0, 0, 0
17895, 544.563782, 294.596741, 7.476791, 3.636326, 0, 181, 0, 0
17896, 551.284607, 141.805542, 12.233512, 3.721595, 0, 186, 0, 0
17897, 331.738037, -286.745178, 8.609206, 3.201246, 160, 0, 0, 0
17898, -150.662033, -639.089539, 6.183167, 3.156408, 157, 0, 0, 0
17899, -218.691269, -375.521545, 7.810190, 3.838959, 191, 0, 0, 0
17900, -170.518204, -173.253235, 7.068691, 3.354283, 167, 0, 0, 0
17901, 179.844879, -27.746958, 12.875336, 3.852996, 0, 192, 0, 0
17902, 101.953552, -293.773834, 8.283888, 3.549607, 177, 0, 0, 0
17903, 481.904419, -435.523010, 7.986778, 3.878278, 193, 0, 0, 0
17904, -70.914688, -571.689087, 11.222212, 3.196948, 0, 159, 0, 0
17905, 407.917816, -261.090027, 5.531193, 3.554296, 0, 177, 0, 0
17906, 72.906761, 626.075439, 7.874459, 4.121184, 0, 206, 0, 0
17907, -79.341064, -362.424500, 11.022610, 3.359719, 167, 0, 0, 0
17908, 467.618652, -209.778076, 5.071082, 3.664564, 183, 0, 0, 0
17909, 532.484558, -276.425537, 10.312919, 3.704627, 0, 185, 0, 0
17910, -209.333954, -376.733551, 7.814921, 3.368163, 0, 168, 0, 0
17911, -607.161560, 64.206062, 9.092237, 3.435356, 171, 0, 0, 0
17912, -452.416199, -219.866623, 10.007890, 3.730908, 186, 0, 0, 0
17913, -100.217453, 521.502075, 8.151713, 3.410741, 0, 170, 0, 0
17914, 134.724640, 169.203796, 10.477232, 3.842982, 0, 192, 0, 0
17915, -325.989502, 237.857010, 9.644275, 3.580355, 179, 0, 0, 0
17916, 635.023560, 44.650204, 11.619566, 3.555181, 177, 0, 0, 0
17917, -437.911774, -162.080002, 10.082638, 3.382688, 0, 169, 0, 0
17918, -326.321442, 550.185730, 9.203061, 3.529897, 0, 176, 0, 0
17919, -113.986641, 280.540436, 11.145934, 3.358541, 167, 0, 0, 0
17920, -76.840881, -57.597527, 7.022943, 3.775685, 188, 0, 0, 0
17921, -189.022583, 135.838226, 5.798776, 3.875504, 193, 0, 0, 0
17922, -527.173828, 184.974487, 9.277524, 3.469289, 0, 173, 0, 0
17923, -601.713623, -304.286591, 11.023787, 3.826573, 191, 0, 0, 0
17924, -197.055023, -221.446686, 10.127448, 3.727214, 186, 0, 0, 0
17925, -140.424866, -118.597031, 6.995546, 3.413688, 0, 170, 0, 0
17926, 237.554337, -147.957077, 9.021760, 3.562932, 178, 0, 0, 0
17927, -578.832031, -210.220749, 9.705462, 3.299240, 164, 0, 0, 0
17928, -250.239929, -368.198944, 5.313121, 3.930412, 196, 0, 0, 0
17929, 20.147163, -435.154907, 11.041498, 3.523932, 176, 0, 0, 0
17930, -162.143646, 522.289978, 7.724583, 3.905751, 0, 195, 0, 0
17931, 9.994628, 663.959412, 8.922431, 3.922874, 0, 196, 0, 0
17932, -343.649109, -300.351624, 9.960389, 3.479309, 0, 173, 0, 0
17933, -517.870239, -160.878265, 10.247447, 3.330371, 166, 0, 0, 0
17934, 511.218231, -404.224701, 7.188241, 3.737844, 186, 0, 0, 0
17935, -407.167542, 311.125275, 9.417928, 3.566529, 178, 0, 0, 0
17936, 200.848022, 234.800232, 7.382496, 3.708867, 185, 0, 0, 0
17937, -310.310455, -347.974121, 7.637844, 3.686927, 184, 0, 0, 0
17938, 453.021759, 374.224884, 7.354380, 3.849274, 192, 0, 0, 0
17939, -521.882507, -387.431671, 10.842140, 3.893273, 0, 194, 0, 0
17940, 279.897705, -316.979828, 8.629888, 3.342345, 167, 0, 0, 0
17941, 390.734039, -175.124222, 9.125130, 4.004365, 0, 200, 0, 0
17942, -298.328156, 378.557739, 10.464757, 3.919726, 0, 195, 0, 0
17943, 4.264204, -642.037354, 10.896535, 3.867267, 0, 193, 0, 0
17944, -255.174362, 348.438904, 12.462924, 3.624398, 181, 0, 0, 0
17945, -131.231888, 597.844849, 7.395029, 3.367129, 168, 0, 0, 0
17946, 50.274513, -396.705261, 8.402207, 3.681577, 184, 0, 0, 0
17947, 94.815804, 240.957886, 10.070914, 3.335217, 166, 0, 0, 0
17948, 58.142532, 275.365448, 7.677499, 3.216765, 0, 160, 0, 0
17949, -178.275177, -167.679092, 7.067332, 3.780177, 189, 0, 0, 0
17950, 193.691895, -388.393494, 10.863338, 3.365651, 0, 168, 0, 0
17951, -38.395538, -248.943802, 4.729597, 3.701772, 185, 0, 0, 0
17952, 139.732208, 542.696472, 8.159416, 3.617623, 0, 180, 0, 0
17953, 437.672577, -442.333038, 8.414372, 3.808865, 0, 190, 0, 0
17954, 571.740906, -97.626198, 7.552915, 3.372272, 0, 168, 0, 0
17955, 362.725525, 516.358337, 6.611175, 3.689593, 184, 0, 0, 0
17956, -294.175323, 114.474487, 9.112857, 3.943769, 0, 197, 0, 0
17957, 87.241798, -228.612061, 11.316873, 3.442288, 172, 0, 0, 0
17958, -640.074463, -31.388100, 7.121713, 3.696563, 184, 0, 0, 0
17959, 445.664917, 482.567719, 8.219537, 3.259797, 0, 162, 0, 0
17960, -95.440117, 68.459038, 11.278707, 3.457505, 172, 0, 0, 0
17961, -133.390274, 555.349792, 8.217774, 3.825396, 191, 0, 0, 0
17962, 461.675537, 65.556770, 9.713635, 4.052379, 0, 202, 0, 0
17963, 26.114840, 522.689270, 7.625221, 3.254466, 162, 0, 0, 0
17964, -485.192352, 271.620728, 10.277744, 3.800536, 0, 190, 0, 0
17965, 8.427574, -282.928986, 7.981835, 3.434800, 171, 0, 0, 0
17966, 263.658783, 135.854630, 9.637582, 3.383575, 0, 169, 0, 0
17967, -363.971924, 300.842743, 9.269423, 3.816064, 190, 0, 0, 0
17968, 318.516022, -30.676649, 12.318536, 3.740097, 187, 0, 0, 0
17969, -306.997345, -278.123474, 6.831429, 3.315031, 0, 165, 0, 0
17970, 270.206207, 183.315201, 6.876281, 3.319217, 0, 165, 0, 0
17971, -97.722778, 14.789478, 6.055945, 3.573924, 0, 178, 0, 0
17972, -397.023895, 422.049622, 9.754947, 3.339988, 0, 166, 0, 0
17973, -292.963165, -521.836304, 6.454623, 3.837808, 191, 0, 0, 0
17974, -362.471924, 175.134171, 8.916936, 3.794435, 0, 189, 0, 0
17975, -444.148651, -90.170517, 9.432629, 3.466987, 173, 0, 0, 0
17976, 463.401489, 120.338768, 13.499294, 3.674057, 183, 0, 0, 0
17977, 174.371826, 244.454483, 10.455215, 3.394685, 169, 0, 0, 0
17978, 225.888519, 551.669067, 10.582777, 3.488331, 0, 174, 0, 0
17979, -57.926926, -23.973917, 9.773669, 3.499539, 174, 0, 0, 0
17980, -418.577637, 358.610809, 7.926453, 3.545595, 177, 0, 0, 0
17981, -340.772980, -518.029053, 6.740367, 3.252553, 162, 0, 0, 0
17982, 341.029236, 338.400879, 10.165600, 3.447183, 0, 172, 0, 0
17983, 185.623657, 424.112915, 9.379172, 3.501049, 175, 0, 0, 0
17984, 149.332184, 132.122665, 6.853202, 3.314070, 0, 165, 0, 0
17985, 159.800385, 19.840118, 9.556760, 3.259575, 0, 162, 0, 0
17986, -180.230331, 16.067980, 6.772715, 3.752435, 187, 0, 0, 0
17987, 354.677765, 142.805603, 9.523732, 3.508781, 0, 175, 0, 0
17988, -459.770508, 236.079437, 6.451267, 3.878102, 0, 193, 0, 0
17989, -129.623215, 257.306793, 11.134967, 3.665254, 183, 0, 0, 0
17990, -387.141022, -236.301147, 9.978024, 3.541937, 0, 177, 0, 0
17991, 131.026764, 361.557281, 10.789689, 3.203233, 160, 0, 0, 0
17992, 27.738831, 132.780106, 10.909111, 3.163860, 0, 158, 0, 0
17993, 157.339828, -14.524842, 9.787600, 3.242132, 0, 162, 0, 0
17994, 349.045837, -147.604279, 9.355654, 3.192285, 0, 159, 0, 0
17995, 281.783478, -203.556366, 5.737666, 3.469921, 0, 173, 0, 0
17996, -301.548523, -352.759888, 7.622872, 3.415386, 170, 0, 0, 0
17997, -92.330551, -141.230255, 7.145688, 3.251080, 162, 0, 0, 0
17998, 268.469574, 402.472229, 5.554223, 3.521847, 0, 176, 0, 0
17999, 533.061890, -173.423050, 5.472800, 3.171515, 0, 158, 0, 0
18000, -83.367279, 368.660431, 5.037524, 3.321878, 0, 166, 0, 0
18001, 617.871948, 100.448944, 10.173466, 3.740516, 187, 0, 0, 0
18002, -546.770386, -328.394318, 10.860322, 3.705179, 0, 185, 0, 0
18003, -281.720917, 131.039642, 9.111154, 3.633187, 0, 181, 0, 0
18004, -634.566223, 88.199776, 6.411119, 3.890907, 194, 0, 0, 0
18005, 562.283203, 164.821091, 11.885185, 3.722455, 186, 0, 0, 0
18006, -319.867615, -392.240784, 7.420255, 3.621422, 0, 181, 0, 0
18007, 252.822357, -266.326172, 8.864917, 3.223367, 161, 0, 0, 0
18008, 225.617554, -456.104065, 8.272901, 3.645049, 182, 0, 0, 0
18009, -341.247864, 427.612030, 12.077784, 3.370050, 168, 0, 0, 0
18010, 303.581360, 148.780182, 9.492926, 3.808948, 190, 0, 0, 0
18011, -230.188507, 71.285522, 9.021342, 3.855672, 0, 192, 0, 0
18012, -263.054077, 330.153412, 12.422087, 3.529008, 0, 176, 0, 0
18013, 464.879211, 375.649353, 7.350203, 3.668039, 0, 183, 0, 0
18014, -194.035828, 349.102051, 5.278759, 3.665936, 0, 183, 0, 0
18015, -124.289482, 91.254875, 5.929998, 3.185464, 159, 0, 0, 0
18016, -59.206879, 233.901718, 4.435899, 3.509895, 175, 0, 0, 0
18017, -318.245667, 424.097076, 11.298862, 3.260343, 0, 163, 0, 0
18018, -96.817139, 344.233978, 5.545596, 3.795182, 189, 0, 0, 0
18019, -8.240380, -303.072845, 11.135159, 3.427323, 171, 0, 0, 0
18020, -105.193665, 563.660828, 8.215972, 3.796020, 0, 189, 0, 0
18021, 87.731033, -332.218628, 8.268592, 3.817604, 190, 0, 0, 0
18022, -130.502304, 378.052429, 5.632060, 3.875872, 0, 193, 0, 0
18023, -63.850548, -631.726257, 8.130272, 3.389207, 169, 0, 0, 0
18024, 207.915375, 185.363785, 6.918527, 3.458154, 172, 0, 0, 0
18025, -538.319641, 62.004665, 12.252112, 3.214494, 0, 160, 0, 0
18026, 462.934723, -149.907440, 12.060162, 3.550377, 177, 0, 0, 0
18027, -15.005879, 250.720337, 7.630756, 3.726323, 0, 186, 0, 0
18028, -122.253845, -175.671570, 10.185208, 3.515741, 175, 0, 0, 0
18029, 547.828003, 3.251905, 12.348562, 3.831221, 0, 191, 0, 0
18030, -203.761322, -214.897675, 6.997067, 3.253404, 0, 162, 0, 0
18031, -603.901611, -108.227432, 6.140717, 3.492022, 174, 0, 0, 0
18032, 345.492798, 103.056885, 12.558071, 3.086834, 154, 0, 0, 0
18033, -516.108643, -193.624191, 9.257748, 3.075830, 0, 153, 0, 0
18034, 488.236237, -207.331482, 11.278181, 3.496575, 174, 0, 0, 0
18035, -116.326866, 481.748047, 7.687801, 3.268375, 163, 0, 0, 0
18036, -467.630829, -161.992508, 10.429164, 3.442325, 172, 0, 0, 0
18037, 48.994530, 237.183044, 7.209334, 3.406080, 0, 170, 0, 0
18038, 84.535034, -12.189454, 10.369705, 3.408840, 0, 170, 0, 0
18039, -60.274181, -215.173859, 4.304052, 3.873164, 0, 193, 0, 0
18040, 390.286316, -123.755180, 8.969798, 3.728572, 0, 186, 0, 0
18041, 17.736013, -494.392059, 7.042160, 3.530940, 176, 0, 0, 0
18042, -125.731606, 399.115631, 5.617760, 3.723053, 186, 0, 0, 0
18043, 115.309067, 276.965698, 10.832026, 3.535493, 0, 176, 0, 0
18044, 128.488083, -377.381561, 8.248590, 3.148053, 0, 157, 0, 0
18045, -531.942627, 29.125542, 9.115470, 3.215729, 0, 160, 0, 0
18046, 91.948792, 371.246063, 7.785348, 3.134622, 156, 0, 0, 0
18047, -344.257080, -255.195328, 6.832565, 3.056266, 0, 152, 0, 0
18048, -237.801361, -312.873260, 7.472078, 3.145264, 157, 0, 0, 0
18049, 308.152130, -88.726448, 6.061148, 3.744906, 187, 0, 0, 0
18050, 52.516956, 301.273621, 7.699537, 3.289698, 0, 164, 0, 0
18051, -567.180786, 292.572632, 10.464703, 3.336176, 166, 0, 0, 0
18052, 276.740570, -537.536621, 8.377749, 3.376347, 168, 0, 0, 0
18053, -255.841812, -434.780060, 4.851444, 3.467376, 173, 0, 0, 0
18054, 530.654541, 261.233795, 6.867654, 3.241925, 0, 162, 0, 0
18055, -106.398125, 173.941589, 8.383894, 3.703209, 185, 0, 0, 0
18056, -502.531372, 192.296341, 9.323067, 3.886743, 0, 194, 0, 0
18057, -407.226807, 122.941811, 9.015795, 3.225998, 0, 161, 0, 0
18058, 322.300690, -539.540771, 7.456727, 3.167334, 158, 0, 0, 0
18059, 437.349701, -265.292267, 8.255742, 3.753194, 187, 0, 0, 0
18060, -283.274597, -240.634659, 6.862004, 3.617208, 180, 0, 0, 0
18061, -535.166443, -61.711498, 9.446671, 3.785920, 0, 189, 0, 0
18062, 207.086929, -181.249283, 5.432876, 2.978282, 148, 0, 0, 0
18063, 390.686554, 245.668625, 6.852011, 3.241761, 0, 162, 0, 0
18064, -381.845673, 52.565281, 5.920802, 3.570572, 0, 178, 0, 0
18065, -485.779358, 369.556793, 11.764572, 3.721162, 186, 0, 0, 0
18066, 648.356323, 88.264374, 9.429115, 3.167795, 0, 158, 0, 0
18067, 429.112915, -296.030304, 5.123016, 3.067803, 0, 153, 0, 0
18068, -298.230377, -583.936646, 9.255162, 3.282010, 164, 0, 0, 0
18069, 452.415802, -354.011932, 5.717155, 3.348564, 0, 167, 0, 0
18070, 411.638702, 247.288376, 6.830298, 3.108647, 155, 0, 0, 0
18071, -70.525169, -64.366074, 7.032019, 3.238030, 161, 0, 0, 0
18072, 281.760406, 589.755127, 11.388070, 3.747719, 187, 0, 0, 0
18073, -41.141209, -396.851898, 11.570018, 3.174607, 0, 158, 0, 0
18074, 328.022461, -129.985001, 9.016892, 3.940237, 0, 197, 0, 0
18075, 236.335938, 526.228760, 10.597704, 3.665220, 0, 183, 0, 0
18076, 507.587219, -338.663666, 6.838137, 3.589279, 0, 179, 0, 0
18077, -30.014826, -499.541077, 10.192290, 3.728505, 186, 0, 0, 0
18078, -218.116013, -42.708366, 9.815511, 3.638139, 181, 0, 0, 0
18079, 307.021271, 62.257412, 12.659255, 3.291070, 0, 164, 0, 0
18080, -260.102142, -545.657410, 6.691036, 3.503279, 175, 0, 0, 0
18081, 290.239349, -230.482529, 5.769787, 3.589371, 0, 179, 0, 0
18082, -280.730347, 562.279846, 12.253756, 3.200548, 160, 0, 0, 0
18083, 138.984131, -351.059845, 11.375504, 3.168718, 158, 0, 0, 0
18084, -177.067566, -436.888641, 7.083434, 3.053268, 152, 0, 0, 0
18085, -486.111481, 88.604988, 6.233327, 3.160585, 0, 158, 0, 0
18086, -236.038391, 33.245045, 6.289027, 3.374285, 0, 168, 0, 0
18087, -473.470764, 65.710785, 6.065670, 3.265992, 163, 0, 0, 0
18088, 594.349487, -216.673401, 11.315119, 3.686432, 184, 0, 0, 0
18089, -482.794403, 200.299072, 9.336133, 3.290148, 164, 0, 0, 0
18090, -8.559492, -161.193237, 7.851520, 3.087070, 154, 0, 0, 0
18091, 131.694565, 46.547157, 12.962980, 3.830279, 0, 191, 0, 0
18092, -327.325714, -125.234032, 9.716612, 3.307862, 165, 0, 0, 0
18093, -594.852478, 202.541504, 8.754836, 3.129074, 156, 0, 0, 0
18094, 261.625977, -394.046539, 8.046041, 3.373531, 0, 168, 0, 0
18095, -458.514679, -55.775532, 9.202818, 3.402790, 170, 0, 0, 0
18096, -209.675964, 83.660896, 9.044779, 3.755175, 0, 187, 0, 0
18097, 115.735176, 381.713348, 10.757609, 3.238346, 0, 161, 0, 0
18098, 89.755440, -541.786377, 4.202353, 3.551256, 0, 177, 0, 0
18099, -633.605286, 12.354804, 8.844444, 3.178468, 0, 158, 0, 0
18100, 242.218689, -1.562347, 9.416151, 3.290623, 164, 0, 0, 0
18101, 315.445648, 389.615021, 10.734887, 2.991089, 0, 149, 0, 0
18102, 82.666183, 373.098175, 7.839113, 3.876782, 193, 0, 0, 0
18103, -419.887787, -338.164429, 9.402012, 3.554225, 0, 177, 0, 0
18104, 263.410583, -354.737091, 8.628923, 3.265209, 163, 0, 0, 0
18105, 413.913452, 227.050430, 7.420714, 3.144999, 0, 157, 0, 0
18106, 396.818817, 302.544098, 7.184609, 3.325000, 166, 0, 0, 0
18107, 129.447220, 131.897141, 7.375555, 3.247736, 0, 162, 0, 0
18108, 136.481842, -371.698700, 8.217715, 3.752481, 0, 187, 0, 0
18109, 234.903503, -291.328247, 8.822886, 3.498617, 0, 174, 0, 0
18110, 287.805237, -473.769318, 8.314760, 3.631384, 181, 0, 0, 0
18111, 303.441803, 222.012924, 8.356293, 3.460072, 0, 173, 0, 0
18112, 436.628387, 166.777527, 10.453941, 3.468010, 0, 173, 0, 0
18113, -61.283722, -148.133179, 7.175799, 3.574427, 0, 178, 0, 0
18114, 506.486572, 440.266541, 7.598724, 3.309969, 165, 0, 0, 0
18115, 192.578979, 397.607330, 6.849464, 3.532192, 0, 176, 0, 0
18116, -599.645264, -19.963955, 9.955972, 3.444237, 172, 0, 0, 0
18117, -149.427567, -409.803558, 4.704649, 3.313530, 165, 0, 0, 0
18118, 71.036476, -342.713715, 11.405949, 3.538542, 0, 176, 0, 0
18119, 578.423645, 246.493912, 9.375395, 3.197259, 159, 0, 0, 0
18120, -352.915649, 114.593201, 8.942688, 3.245512, 0, 162, 0, 0
18121, 84.962021, 524.431885, 7.892854, 3.716230, 0, 185, 0, 0
18122, -455.616577, 346.648468, 7.696610, 3.353977, 0, 167, 0, 0
18123, -532.690552, -142.179169, 12.316066, 3.186035, 0, 159, 0, 0
18124, 534.635193, -210.291931, 8.340894, 3.414196, 170, 0, 0, 0
18125, -257.430511, 22.762526, 6.364973, 3.061006, 153, 0, 0, 0
18126, -157.978378, 475.748566, 4.510180, 3.378322, 0, 168, 0, 0
18127, 603.027832, 54.356834, 11.659903, 3.188740, 159, 0, 0, 0
18128, 53.973351, 135.946869, 10.616243, 3.518791, 175, 0, 0, 0
18129, 191.978195, 471.926025, 10.247809, 3.075312, 0, 153, 0, 0
18130, 415.008881, 484.104645, 7.623754, 3.208202, 0, 160, 0, 0
18131, 291.669128, -585.068665, 7.693228, 3.032328, 151, 0, 0, 0
18132, 267.804657, -318.363007, 8.659297, 3.247096, 162, 0, 0, 0
18133, 33.845844, -55.001587, 10.660382, 3.025135, 0, 151, 0, 0
18134, 86.052475, 87.874031, 4.030096, 3.504274, 0, 175, 0, 0
18135, 316.411835, 273.394165, 7.050197, 3.234900, 0, 161, 0, 0
18136, 205.083191, -597.050110, 5.848320, 3.306665, 165, 0, 0, 0
18137, 253.328049, 538.791260, 7.819530, 3.274114, 163, 0, 0, 0
18138, 38.641052, 93.904472, 10.673083, 3.541599, 177, 0, 0, 0
18139, 131.372131, -287.836487, 11.440924, 3.443080, 172, 0, 0, 0
18140, -335.184937, -526.226379, 6.734345, 3.572566, 0, 178, 0, 0
18141, 90.628105, -106.200378, 8.545825, 3.588201, 179, 0, 0, 0
18142, -37.134865, -134.143616, 7.149734, 3.732158, 186, 0, 0, 0
18143, 626.962769, 164.834961, 11.270336, 3.567636, 178, 0, 0, 0
18144, 353.729553, 192.856934, 6.540274, 3.457012, 172, 0, 0, 0
